correct,generate
A man with a red helmet on a small moped on a dirt road. ,a man riding a motorcycle down a dirt road [SEP]
Man riding a motor bike on a dirt road on the countryside.,a man riding a motorcycle down a dirt road [SEP]
A man riding on the back of a motorcycle.,a man riding a motorcycle down a dirt road [SEP]
A dirt path with a young person on a motor bike rests to the foreground of a verdant area with a bridge and a background of cloud-wreathed mountains. ,a man riding a motorcycle down a dirt road [SEP]
A man in a red shirt and a red hat is on a motorcycle on a hill side.,a man riding a motorcycle down a dirt road [SEP]
A woman wearing a net on her head cutting a cake. ,a woman in a red shirt and a white hat [SEP]
A woman cutting a large white sheet cake.,a woman in a red shirt and a white hat [SEP]
A woman wearing a hair net cutting a large sheet cake.,a woman in a red shirt and a white hat [SEP]
there is a woman that is cutting a white cake,a woman in a red shirt and a white hat [SEP]
A woman marking a cake with the back of a chef's knife. ,a woman in a red shirt and a white hat [SEP]
A child holding a flowered umbrella and petting a yak.,a group of people [SEP]
A young man holding an umbrella next to a herd of cattle.,a group of people [SEP]
a young boy barefoot holding an umbrella touching the horn of a cow,a group of people [SEP]
A young boy with an umbrella who is touching the horn of a cow.,a group of people [SEP]
A boy holding an umbrella while standing next to livestock.,a group of people [SEP]
A young boy standing in front of a computer keyboard.,a young boy wearing headphones while using a computer [SEP]
a little boy wearing headphones and looking at a computer monitor,a young boy wearing headphones while using a computer [SEP]
He is listening intently to the computer at school.,a young boy wearing headphones while using a computer [SEP]
A young boy stares up at the computer monitor.,a young boy wearing headphones while using a computer [SEP]
a young kid with head phones on using a computer ,a young boy wearing headphones while using a computer [SEP]
a boy wearing headphones using one computer in a long row of computers,a boy wearing a white shirt [SEP]
A little boy with earphones on listening to something.,a boy wearing a white shirt [SEP]
A group of people sitting at desk using computers.,a boy wearing a white shirt [SEP]
Children sitting at computer stations on a long table.,a boy wearing a white shirt [SEP]
A small child wearing headphones plays on the computer.,a boy wearing a white shirt [SEP]
A woman in a room with a cat.,a woman in a kitchen [SEP]
A girl smiles as she holds a cat and wears a brightly colored skirt.,a woman in a kitchen [SEP]
a woman is holding a cat in her kitchen,a woman in a kitchen [SEP]
A woman is working in a kitchen carrying a soft toy.,a woman in a kitchen [SEP]
A woman is holding a cat in her kitchen.,a woman in a kitchen [SEP]
A young girl inhales with the intent of blowing out a candle. ,a woman sitting at a table with a candle in her mouth [SEP]
A young girl is preparing to blow out her candle.,a woman sitting at a table with a candle in her mouth [SEP]
A kid is to blow out the single candle in a bowl of birthday goodness. ,a woman sitting at a table with a candle in her mouth [SEP]
Girl blowing out the candle on an ice-cream ,a woman sitting at a table with a candle in her mouth [SEP]
A little girl is getting ready to blow out a candle on a small dessert.,a woman sitting at a table with a candle in her mouth [SEP]
A commercial stainless kitchen with a pot of food cooking. ,a kitchen with a stove and a sink [SEP]
Some food sits in a pot in a kitchen. ,a kitchen with a stove and a sink [SEP]
A kitchen has all stainless steel appliances and counters.,a kitchen with a stove and a sink [SEP]
a kitchen with a sink and many cooking machines and a pot of food,a kitchen with a stove and a sink [SEP]
Food cooks in a pot on a stove in a kitchen.,a kitchen with a stove and a sink [SEP]
Two men wearing aprons working in a commercial-style kitchen.,a man in a kitchen [SEP]
Chefs preparing food in a professional metallic style kitchen.,a man in a kitchen [SEP]
Two people standing around in a large kitchen.,a man in a kitchen [SEP]
A commercial kitchen with two men working to prepare several plates.,a man in a kitchen [SEP]
two men in white shirts in a large steel kitchen,a man in a kitchen [SEP]
Two chefs in a restaurant kitchen preparing food. ,a man in a kitchen preparing food [SEP]
Two cooks are cooking the food someone ordered at this restaurant,a man in a kitchen preparing food [SEP]
The chef is cooking with pans on the stove next to an oven. ,a man in a kitchen preparing food [SEP]
Two men that are standing in a kitchen.,a man in a kitchen preparing food [SEP]
Two cooks are near the stove in a stainless steel kitchen.,a man in a kitchen preparing food [SEP]
this is a very dark picture of a room with a shelf,a room with many desks and a clock [SEP]
a cluttered room with a table and shelf on the wall.,a room with many desks and a clock [SEP]
"A view of a messy room, with shelves on the wall.",a room with many desks and a clock [SEP]
A dark and cluttered storage area with wood walls.,a room with many desks and a clock [SEP]
A dim lit room consisting of many objects put together. ,a room with many desks and a clock [SEP]
A kitchen filled with black appliances and lots of counter top space.,a kitchen with a sink and a stove [SEP]
some brown cabinets a black oven a tea kettle and a microwave,a kitchen with a sink and a stove [SEP]
A small kitchen with glass and wooden cabinets.,a kitchen with a sink and a stove [SEP]
A modern style kitchen filled with may different items.,a kitchen with a sink and a stove [SEP]
A kitchen with wooden cabinets and black appliances.,a kitchen with a sink and a stove [SEP]
A professional kitchen filled with sinks and appliances.,a kitchen with a sink and a stove [SEP]
A kitchen area with toilet and various cleaning appliances.,a kitchen with a sink and a stove [SEP]
A commercial dish washing station with a toilet in it.,a kitchen with a sink and a stove [SEP]
A toilet and mop bucket in a kitchen.,a kitchen with a sink and a stove [SEP]
"A cluttered room with a sink, a toilet and in industrial mop bucket.",a kitchen with a sink and a stove [SEP]
A man on a bicycle riding next to a train,a train on the tracks [SEP]
A person is riding a bicycle but there is a train in the background.,a train on the tracks [SEP]
a red and white train and a man riding a bicycle,a train on the tracks [SEP]
a guy that is riding his bike next to a train,a train on the tracks [SEP]
A man riding a bike past a train traveling along tracks.,a train on the tracks [SEP]
A narrow kitchen filled with appliances and cooking utensils.,a kitchen with a sink and a stove [SEP]
A galley kitchen with cabinets and appliances on both sides,a kitchen with a sink and a stove [SEP]
A hallway leading into a white kitchen with appliances.,a kitchen with a sink and a stove [SEP]
"Doorway view of a kitchen with a sink, stove, refrigerator and pantry.",a kitchen with a sink and a stove [SEP]
The pantry door of the small kitchen is closed.,a kitchen with a sink and a stove [SEP]
A kitchen with wood floors and lots of furniture.,a kitchen and dining area in a home [SEP]
"A beautiful, open kitchen and dining room area features an island in the center and wood cabinets and large windows.",a kitchen and dining area in a home [SEP]
A kitchen made of mostly wood with a small desk with a laptop.,a kitchen and dining area in a home [SEP]
A very spacious room with a kitchen and dining area.,a kitchen and dining area in a home [SEP]
A full view of an open kitchen and dining area.,a kitchen and dining area in a home [SEP]
A woman eating vegetables in front of a stove.,a woman eating a salad [SEP]
A woman forks vegetables out of a bowl into her mouth. ,a woman eating a salad [SEP]
Woman eating an assortment of mixed vegetables in a bowl.,a woman eating a salad [SEP]
A young woman standing in a kitchen eats a plate of vegetables.,a woman eating a salad [SEP]
A woman eating fresh vegetables from a bowl.,a woman eating a salad [SEP]
A kitchen is shown with a variety of items on the counters.,a kitchen with a sink and a window [SEP]
A kitchen has the windows open and plaid curtains.,a kitchen with a sink and a window [SEP]
A kitchen with two windows and two metal sinks.,a kitchen with a sink and a window [SEP]
An older kitchen with cluttered counter tops but empty sink.,a kitchen with a sink and a window [SEP]
Glasses and bottles are placed near a kitchen sink.,a kitchen with a sink and a window [SEP]
A boy performing a kickflip on his skateboard on a city street.,a man doing a trick on a skateboard [SEP]
A man is doing a trick on a skateboard,a man doing a trick on a skateboard [SEP]
A guy jumps in the air with his skateboard beneath him.,a man doing a trick on a skateboard [SEP]
Man in all black doing a trick on his skateboard.,a man doing a trick on a skateboard [SEP]
A skateboarder flipping his board on a street.,a man doing a trick on a skateboard [SEP]
"A kitchen with a stove, microwave and refrigerator.",a black stove [SEP]
"A refrigerator, oven and microwave sitting in a kitchen.",a black stove [SEP]
The kitchenette uses  small space to great efficiency.,a black stove [SEP]
an image of a kitchen setting with black appliances,a black stove [SEP]
"A kitchen with cabinets, a stove, microwave and refrigerator.",a black stove [SEP]
A group of people riding on the back of a loaded red pickup truck.,a truck with a bunch of bags on the back [SEP]
A truck with a number of people and things in the back,a truck with a bunch of bags on the back [SEP]
Men are crowded on the back of a small overloaded pickup truck.,a truck with a bunch of bags on the back [SEP]
An old pick up truck over loaded with people and cargo.,a truck with a bunch of bags on the back [SEP]
A truck carries a large amount of items and a few people.,a truck with a bunch of bags on the back [SEP]
A wooden ball on top of a wooden stick.,a wooden table with a bunch of wooden spoons [SEP]
The table is full of wooden spoons and utensils.,a wooden table with a bunch of wooden spoons [SEP]
A wood table holding an assortment of wood cooking utensils.,a wooden table with a bunch of wooden spoons [SEP]
A selection of wooden kitchen tools on a counter.,a wooden table with a bunch of wooden spoons [SEP]
Wooden spoons are lined up on a table,a wooden table with a bunch of wooden spoons [SEP]
Multiple wooden spoons are shown on a table top.,a wooden table [SEP]
A table surrounded by chairs and filled with cooking utensils.,a wooden table [SEP]
Wooden spoons laid out across a kitchen table.,a wooden table [SEP]
Wooden spoons and forks are all over a table.,a wooden table [SEP]
A table and chairs with wooden kitchen tools on top.,a wooden table [SEP]
A large boat filled with mean on wheels.,a boat is being pulled by a cart [SEP]
A bunch of people aboard a boat with wheels. ,a boat is being pulled by a cart [SEP]
A boat is being rolled on a trailer,a boat is being pulled by a cart [SEP]
A large boat full of men is sitting on a cart ,a boat is being pulled by a cart [SEP]
A boat full of people is on a trailer with wheels.,a boat is being pulled by a cart [SEP]
several young students working at a desk with multiple computers,a man working on a laptop [SEP]
"A young man at his workstation examines the monitor of a lap top, with one hand on the keyboard and the other on the mouse.",a man working on a laptop [SEP]
A man is working on a laptop next to other computers.,a man working on a laptop [SEP]
"People in a large room, use multiple computers.",a man working on a laptop [SEP]
A young professional is working at his laptop while his coworker is reading material.,a man working on a laptop [SEP]
A man riding an elephant into some water of a creek.,a man riding an elephant through a river [SEP]
man riding an elephant into water surrounded by forest,a man riding an elephant through a river [SEP]
A man riding an elephant in a river.,a man riding an elephant through a river [SEP]
A man in a brown shirt rides an elephant into the water.,a man riding an elephant through a river [SEP]
A man rides an elephant into a river.,a man riding an elephant through a river [SEP]
a couple of women  are in a kitchen,a woman standing in a kitchen [SEP]
Two people standing in the kitchen of a home.,a woman standing in a kitchen [SEP]
A group of people who are around a kitchen counter.,a woman standing in a kitchen [SEP]
A group of people prepare dinner in the kitchen.,a woman standing in a kitchen [SEP]
two women in a kitchen bottles and lights,a woman standing in a kitchen [SEP]
The woman in the kitchen is holding a huge pan.,a woman in a kitchen [SEP]
A chef carrying a large pan inside of a kitchen.,a woman in a kitchen [SEP]
A woman is holding a large pan in a kitchen. ,a woman in a kitchen [SEP]
A woman cooking in a kitchen with granite counters.,a woman in a kitchen [SEP]
A woman cooking in her kitchen with a black pan.,a woman in a kitchen [SEP]
A baby is laying down with a teddy bear.,a baby laying in a bed with a teddy bear [SEP]
A baby laying in a crib with a stuffed teddy bear.,a baby laying in a bed with a teddy bear [SEP]
"A baby wearing gloves, lying next to a teddy bear",a baby laying in a bed with a teddy bear [SEP]
A baby stares to the left while taking a picture with a teddy bear lays beside it .,a baby laying in a bed with a teddy bear [SEP]
A baby lies on blue and green bedding next to a teddy bear.,a baby laying in a bed with a teddy bear [SEP]
"Two bikers, one in front of a building, the other in the city.",a man riding a bike [SEP]
Two shots of men riding bicycles down city streets.,a man riding a bike [SEP]
A man riding a bike in front of a tall building.,a man riding a bike [SEP]
There are two different people riding bikes down the street.,a man riding a bike [SEP]
Two photos of a person riding a bicycle on the side of the road.,a man riding a bike [SEP]
People riding bicycles down the road approaching a bird.,a group of people riding bikes down a street [SEP]
three bicycle riders some trees and a pigeon,a group of people riding bikes down a street [SEP]
A geoup of people on bicycles coming down a street.,a group of people riding bikes down a street [SEP]
Several smiling bicycle riders approaching a colorful pigeon.,a group of people riding bikes down a street [SEP]
A pigeon greets three bicyclists on a park path,a group of people riding bikes down a street [SEP]
A little girl holding a kitten next to a blue fence.,a young girl holding a cat [SEP]
Girl in a tank top holding a kitten in her back yard,a young girl holding a cat [SEP]
A young girl is holding a small cat.,a young girl holding a cat [SEP]
Girl with a yellow shirt holding a small cat,a young girl holding a cat [SEP]
A girl smiles as she holds a kitty cat.,a young girl holding a cat [SEP]
A toilet and a sink in small bathroom.,"a bathroom with a toilet, sink and mirror [SEP]"
a bathroom with just a toliet and a sink in it,"a bathroom with a toilet, sink and mirror [SEP]"
A small section of a bathroom with dim lighting.,"a bathroom with a toilet, sink and mirror [SEP]"
"a bathroom with a toilet, sink, cabinet and mirror","a bathroom with a toilet, sink and mirror [SEP]"
The bathroom has been cleaned and is ready to use. ,"a bathroom with a toilet, sink and mirror [SEP]"
A bicycle store shows two males leaning toward a bike.,a man working on a bike in a garage [SEP]
A man adjust a bicycle in a bike shop with a child.,a man working on a bike in a garage [SEP]
The bike shop employee is helping a customer. ,a man working on a bike in a garage [SEP]
A man and a boy are talking about a bicycle in a store.,a man working on a bike in a garage [SEP]
Two people in a shop looking at a bike.,a man working on a bike in a garage [SEP]
A shower stall with interesting tile is the focal point.,a bathroom with a sink and a mirror [SEP]
"A full perspective of a washroom with a sink. 
",a bathroom with a sink and a mirror [SEP]
A white bathroom sink sitting under a mirror.,a bathroom with a sink and a mirror [SEP]
I picture of a bathroom with a stand up shower stall and a person's reflection in the mirror.,a bathroom with a sink and a mirror [SEP]
A small shower behind a small bathroom sink.,a bathroom with a sink and a mirror [SEP]
A view of a very large bathroom with mirrored walls.,a bathroom with a large mirror and a sink [SEP]
a corner bathroom with two sinks and a bathtub,a bathroom with a large mirror and a sink [SEP]
"A bathroom with a sink, shower and bathtub.",a bathroom with a large mirror and a sink [SEP]
"A large bathroom with cabinets, mirrors and a tub.",a bathroom with a large mirror and a sink [SEP]
"This bathroom has mirrors on the doors, cabinets, and a bathtub in the corner.",a bathroom with a large mirror and a sink [SEP]
a long beige bathroom with a door to a bedroom and another to the hallway,a bathroom with a sink and a mirror [SEP]
A view of a bathroom with double sinks and carpeted floor.,a bathroom with a sink and a mirror [SEP]
white vanity that opens up to a bathroom with shower,a bathroom with a sink and a mirror [SEP]
a hallway with diamond patterned walls leading to a bathroom and a bedroom,a bathroom with a sink and a mirror [SEP]
A bathroom with a large sink and mirror opens onto a room with the toilet and bathtub.,a bathroom with a sink and a mirror [SEP]
The view of a large bathroom with a walk in closet.,a bathroom with a sink and a mirror [SEP]
A bathroom with a walk-in closet and a jacuzzi tub.,a bathroom with a sink and a mirror [SEP]
A white and beige tiled bathroom and adjoining walk-in closet.,a bathroom with a sink and a mirror [SEP]
White tiled bathroom with a vanity tub and white flowers.,a bathroom with a sink and a mirror [SEP]
Long shot of a bathroom includes closet and tub.,a bathroom with a sink and a mirror [SEP]
A white toilet sitting next to a green wall under a picture.,a toilet with a green wall and a picture of a plant [SEP]
The letter A framed in a green bathroom.,a toilet with a green wall and a picture of a plant [SEP]
There is a potted plant on the back of a toilet,a toilet with a green wall and a picture of a plant [SEP]
A white toilet and some tissue in a room.,a toilet with a green wall and a picture of a plant [SEP]
A commode with a plant on it under a picture on the wall.,a toilet with a green wall and a picture of a plant [SEP]
A bathroom with an enclosed shower next to a sink and a toilet.,"a bathroom with a toilet, sink, and shower [SEP]"
"A clean, spacious bathroom with a large shower stall.","a bathroom with a toilet, sink, and shower [SEP]"
"There are a toilet, a sink, and a shower stall in a large bathroom.","a bathroom with a toilet, sink, and shower [SEP]"
"A bathroom featuring a walk in shower, mirror, sink and toilet.","a bathroom with a toilet, sink, and shower [SEP]"
"Bathroom with a shower, sink, and toilet in it. ","a bathroom with a toilet, sink, and shower [SEP]"
people on bicycles ride down a busy street ,a man riding a bike [SEP]
A group of people are riding bikes down the street in a bike lane,a man riding a bike [SEP]
bike riders passing Burger King in city street,a man riding a bike [SEP]
A group of bicyclists are riding in the bike lane.,a man riding a bike [SEP]
"Bicyclists on a city street, most not using the bike lane",a man riding a bike [SEP]
This is an image of the inside of a nice bathroom.,"a bathroom with a toilet, sink, and mirror [SEP]"
A white toilet next to a walk in shower and a sink.,"a bathroom with a toilet, sink, and mirror [SEP]"
A potted plant is being displayed in a bathroom.,"a bathroom with a toilet, sink, and mirror [SEP]"
A tiled bathroom with a potted plant as a center piece.,"a bathroom with a toilet, sink, and mirror [SEP]"
Interior bathroom scene with modern furnishings including a plant.,"a bathroom with a toilet, sink, and mirror [SEP]"
Two dogs are looking up while they stand near the toilet in the bathroom.,two dogs standing next to a toilet in a bathroom [SEP]
Two small dogs standing in a restroom next to a toilet.,two dogs standing next to a toilet in a bathroom [SEP]
Two dogs looking up at a camera in a bathroom.,two dogs standing next to a toilet in a bathroom [SEP]
Two small lap dogs in a small bathroom.,two dogs standing next to a toilet in a bathroom [SEP]
Two small dogs stand together in a bathroom.,two dogs standing next to a toilet in a bathroom [SEP]
A bathroom with a walk in shower currently under repair.,a bathroom with a toilet and a shower [SEP]
A photograph of a bathroom undergoing major renovations.,a bathroom with a toilet and a shower [SEP]
Interior shot of bathroom in the process of remodeling.,a bathroom with a toilet and a shower [SEP]
Picture of bathroom being remolded where sink has not been installed. ,a bathroom with a toilet and a shower [SEP]
A room under construction with an unfinished shower and plumbing for the sink.,a bathroom with a toilet and a shower [SEP]
The bathroom is clean for the guests to use. ,a bathroom with a sink and a mirror [SEP]
A bath and a sink in a room.,a bathroom with a sink and a mirror [SEP]
"A bathroom area with tub, sink and standup shower.",a bathroom with a sink and a mirror [SEP]
a view of a bathroom which is covered in tiles.,a bathroom with a sink and a mirror [SEP]
A kitchen is shown with a tub and a sink.,a bathroom with a sink and a mirror [SEP]
A white bath tub sitting next to a bathroom sink.,a bathroom with a sink and a bathtub [SEP]
There is a bathtub and a counter in a bathroom.,a bathroom with a sink and a bathtub [SEP]
A bathroom with a tub and shower and a sink.,a bathroom with a sink and a bathtub [SEP]
This is a shower and bathtub without a shower curtain. ,a bathroom with a sink and a bathtub [SEP]
A bathroom that has a mirror and a bathtub.,a bathroom with a sink and a bathtub [SEP]
A full view of a shower with glass.,a shower with a glass door [SEP]
A walk in shower with a hand held shower head.,a shower with a glass door [SEP]
A bathroom shower stall with a shower head.,a shower with a glass door [SEP]
a glass walled shower in a home bathroom,a shower with a glass door [SEP]
a see through glass shower in a bathroom ,a shower with a glass door [SEP]
A toilet sitting in a bathroom next to a sink.,a bathroom with a toilet and a green wall [SEP]
A toilet in a bathroom with green faded paint.,a bathroom with a toilet and a green wall [SEP]
A bathroom with a gouged wall and wall socket with no panel. ,a bathroom with a toilet and a green wall [SEP]
The toilet is near the door in the bathroom.,a bathroom with a toilet and a green wall [SEP]
The bathroom wall needs to be resurfaced and painted.,a bathroom with a toilet and a green wall [SEP]
Blue dust pan and brush on floor next to white commode.,a toilet in a bathroom with a blue brush [SEP]
A toilet in a low budget bathroom with a rough floor.,a toilet in a bathroom with a blue brush [SEP]
a close up of a toilet and a dust pale,a toilet in a bathroom with a blue brush [SEP]
A clean toilet in a bathroom with a cement floor.,a toilet in a bathroom with a blue brush [SEP]
a bathroom with a blue dustpan and broom on the floor ,a toilet in a bathroom with a blue brush [SEP]
A bathroom with a sink and toilet and a window.,a bathroom with a sink and a toilet [SEP]
A white bathroom with white fixtures and tile floor,a bathroom with a sink and a toilet [SEP]
A small white toilet sitting next to a sink.,a bathroom with a sink and a toilet [SEP]
"Small bathroom with a toilet, shower, and small mirror. ",a bathroom with a sink and a toilet [SEP]
A bathroom contains a toilet and a sink.,a bathroom with a sink and a toilet [SEP]
There are two sinks next to two mirrors.,a kitchen with a sink and a sink [SEP]
Two very metallic sinks are shown as well as the mirrors above them.,a kitchen with a sink and a sink [SEP]
A room with stainless steel equipment including sinks and mirrors.,a kitchen with a sink and a sink [SEP]
Two stainless steel sinks with mirrors and a fire extinguisher. ,a kitchen with a sink and a sink [SEP]
A photo of a bathroom made of steel.,a kitchen with a sink and a sink [SEP]
A large porcelain toilet posed with a tan flower pot. ,a toilet sitting on the side of a road [SEP]
A toilet is sitting on the ground next to a plant.,a toilet sitting on the side of a road [SEP]
A toliet sitting on a curb in front of a house.,a toilet sitting on the side of a road [SEP]
A white toilet sits on the front lawn.,a toilet sitting on the side of a road [SEP]
A white toilet sitting on a sidewalk outside.,a toilet sitting on the side of a road [SEP]
a gray bicycle is locked to some metal doors,a bicycle parked against a green door [SEP]
A bike that is padlocked to a wall.,a bicycle parked against a green door [SEP]
"The bicycle is locked on the green, metal wall. ",a bicycle parked against a green door [SEP]
A bike chained to the doors of a building ,a bicycle parked against a green door [SEP]
A bike is locked and hanging from a door.,a bicycle parked against a green door [SEP]
A woman rides a bicycle on a road next to the median.,a woman riding a bike down a street [SEP]
A girl is riding her bike down the street.,a woman riding a bike down a street [SEP]
A lady riding her bicycle on the side of a street.,a woman riding a bike down a street [SEP]
A person on a bike riding on a street.,a woman riding a bike down a street [SEP]
A woman riding a bike down a street next to a divider.,a woman riding a bike down a street [SEP]
"A man takes a picture in the bathroom mirror
",a bathroom with a washer and a mirror [SEP]
a person taking a photo in a mirror ,a bathroom with a washer and a mirror [SEP]
A man taking a picture of a bathroom.,a bathroom with a washer and a mirror [SEP]
A bathroom sink sitting under a bathroom mirror.,a bathroom with a washer and a mirror [SEP]
A man takes a picture of his reflection in a mirror. ,a bathroom with a washer and a mirror [SEP]
A bathroom with a white toilet sitting next to a bathroom sink.,a bathroom with a toilet and a sink [SEP]
A bathroom vanity and toilet in a public restroom.,a bathroom with a toilet and a sink [SEP]
"A view of a bathroom shows a toilet, sink and mirror.",a bathroom with a toilet and a sink [SEP]
A modern looking bathroom has a toilet and a sink. ,a bathroom with a toilet and a sink [SEP]
This bathroom has brown counter tops and a white toilet,a bathroom with a toilet and a sink [SEP]
A bathroom with two sinks and a shower.,a bathroom with two sinks and a mirror [SEP]
a big bathroom that has some sinks in it,a bathroom with two sinks and a mirror [SEP]
Bathroom vanity with double sinks and large mirrors.,a bathroom with two sinks and a mirror [SEP]
A bathroom with sinks mirrors and tile flooring.,a bathroom with two sinks and a mirror [SEP]
A bathroom that has two sinks next to each other.,a bathroom with two sinks and a mirror [SEP]
The bathroom is clean and ready to be used. ,a bathroom with a toilet and a mirror [SEP]
a small bathroom with a sink and a toilet.,a bathroom with a toilet and a mirror [SEP]
"A toilet, sink and mirror in the bathroom",a bathroom with a toilet and a mirror [SEP]
Doorway view into bathroom with a sink and toilet.,a bathroom with a toilet and a mirror [SEP]
A white toilet sitting next to a sink.,a bathroom with a toilet and a mirror [SEP]
A bath tub sitting next to a sink in a bathroom.,"a bathroom with a tub, sink, and toilet [SEP]"
The bathroom is clean and ready for us to use.,"a bathroom with a tub, sink, and toilet [SEP]"
a bath tub sitting next to a sink ,"a bathroom with a tub, sink, and toilet [SEP]"
A bathroom that has a shower curtain over a bathtub.,"a bathroom with a tub, sink, and toilet [SEP]"
"A bathroom with multicolored tile, bathtub and pedestal sink.","a bathroom with a tub, sink, and toilet [SEP]"
an image of a cars driving on the highway,a busy street [SEP]
A section of traffic coming to a stop at an intersection.,a busy street [SEP]
A bunch of cars sit at the intersection of a street.,a busy street [SEP]
This is a picture of traffic on a very busy street.,a busy street [SEP]
A busy intersection filled with cars in asia,a busy street [SEP]
This shot is of a crowded highway full of traffic,a busy street [SEP]
there are many taxi cabs on the road,a busy street [SEP]
A city street with lots of traffic and lined with buildings.,a busy street [SEP]
Heavy city traffic all going in one direction,a busy street [SEP]
Many cars stuck in traffic on a high way,a busy street [SEP]
Mirror view of a bathroom with a sink and tub.,a bathroom with a sink and a mirror [SEP]
mirror reflection of sink and the tub next to it.,a bathroom with a sink and a mirror [SEP]
A bathroom mirror has the reflection of the sink and bathtub.,a bathroom with a sink and a mirror [SEP]
The bathroom is very small with white fixtures. ,a bathroom with a sink and a mirror [SEP]
A sink is shown in a small bathroom,a bathroom with a sink and a mirror [SEP]
A city street filled with traffic and parking lights.,a street with cars and a traffic light [SEP]
A full view of a late evening with many cars parked on the street.,a street with cars and a traffic light [SEP]
A very dark street with cars and many wires above.,a street with cars and a traffic light [SEP]
A car's break lights glow as it waits at a red-light at an intersection.,a street with cars and a traffic light [SEP]
"A street scene with cars, street signs, and many high wires.",a street with cars and a traffic light [SEP]
A white toilet and a sink in a room.,"a bathroom with a toilet, sink, and shower [SEP]"
White bathroom area with a blue and white shower curtain. ,"a bathroom with a toilet, sink, and shower [SEP]"
Small bathroom area with a blue and white shower curtain hanging. ,"a bathroom with a toilet, sink, and shower [SEP]"
A bath tub shower sitting next to a toilet.,"a bathroom with a toilet, sink, and shower [SEP]"
A toilet with a sink and the door opened,"a bathroom with a toilet, sink, and shower [SEP]"
a small white bathroom with a curtain for the shower,"a bathroom with a toilet, sink, and shower [SEP]"
A bathroom sink shapped like a glass bowl.,a bathroom mirror [SEP]
A man that is standing with a mug in front of a mirror.,a bathroom mirror [SEP]
a man  taking a picture of himself in a bathroom mirror,a bathroom mirror [SEP]
A man standing in a bathroom taking a picture of his self in the mirror with his cell phone,a bathroom mirror [SEP]
a man taking a selfie in a little bathroom mirror ,a bathroom mirror [SEP]
"A door opens to a bare, white bathroom. ","a bathroom with a toilet, sink, and shower [SEP]"
A varying palette of neutrals in a bathroom awaits the softening of the cabinetry.,"a bathroom with a toilet, sink, and shower [SEP]"
