correct,generate
"A bathroom with a tile floor, bathtub and shower and no shower curtain.","a bathroom with a toilet, sink, and shower [SEP]"
A bathroom is shown with a shower and a toilet.,"a bathroom with a toilet, sink, and shower [SEP]"
A beige and white three piece bathroom with no shower curtain.,"a bathroom with a toilet, sink, and shower [SEP]"
A row of parked cars sitting next to parking meters.,a parking meter on a pole [SEP]
A row of cars parked on a street with parking meters.,a parking meter on a pole [SEP]
A series of parking meters and cars are located next to each other. ,a parking meter on a pole [SEP]
A parking meter on a street by a car with traffic.,a parking meter on a pole [SEP]
A parking meter on a street with cars,a parking meter on a pole [SEP]
"An elegant bathroom features a tub, sink, mirror, and decorations. ",a bathroom with a claw claw claw claw claw claw claw claw claw claw claw claw claw claw claw claw claw [SEP]
An old fashion above ground tub is shown with gold feet.,a bathroom with a claw claw claw claw claw claw claw claw claw claw claw claw claw claw claw claw claw [SEP]
"A lovely, vintage-styled bathroom with a great claw-footed tub. ",a bathroom with a claw claw claw claw claw claw claw claw claw claw claw claw claw claw claw claw claw [SEP]
Bathroom with a pedestal sink and claw foot bathtub,a bathroom with a claw claw claw claw claw claw claw claw claw claw claw claw claw claw claw claw claw [SEP]
A claw foot tub is in a large bathroom near a pedestal sink.,a bathroom with a claw claw claw claw claw claw claw claw claw claw claw claw claw claw claw claw claw [SEP]
A clean bathroom is seen in this image.,a bathroom with a wooden shelf and a toilet [SEP]
A bathroom with a white toilet and large shelf full of stuff.,a bathroom with a wooden shelf and a toilet [SEP]
"some shelves filled with a bunch of different items in the bathroom
",a bathroom with a wooden shelf and a toilet [SEP]
A shelving unit is between a toilet and a bathroom sink. ,a bathroom with a wooden shelf and a toilet [SEP]
"A shelf with hygiene products in a bathroom.
",a bathroom with a wooden shelf and a toilet [SEP]
A bathroom sink sitting under a large mirror.,a bathroom with a sink and mirror [SEP]
A bathroom with a vanity cabinet on the wrong wall,a bathroom with a sink and mirror [SEP]
A small beige bathroom with an additional medicine cabinet.,a bathroom with a sink and mirror [SEP]
A bathroom sink with a mirror and medicine cabinet.,a bathroom with a sink and mirror [SEP]
THERE IS A BATHROOM WITH A SINK AND A MIRROR,a bathroom with a sink and mirror [SEP]
A white urinal mounted to a bathroom wall.,a url in a bathroom [SEP]
A pair of kitchen tongs on top of a urinal.,a url in a bathroom [SEP]
Bathroom urinal with kitchen tongs on top behind plumbing.,a url in a bathroom [SEP]
A urinal in a bathroom with tongs on top of it.,a url in a bathroom [SEP]
a metal thing is sitting on top of a urinal,a url in a bathroom [SEP]
A glazed donut hanging from a metal rod.,a donut with a donut on it's side [SEP]
A tasty looking treat hanging on a car antenna.,a donut with a donut on it's side [SEP]
A donut on the antenna of a car.,a donut with a donut on it's side [SEP]
A donut put around an antenna on a car ,a donut with a donut on it's side [SEP]
There is a donut sitting on the car.,a donut with a donut on it's side [SEP]
An orange striped tabby cat laying on top of a red vehicle's wheel.,a cat is laying on the tire of a car [SEP]
a cat with a big fluffy tail sitting on top of a car tire ,a cat is laying on the tire of a car [SEP]
A cat sitting on a wheel of a vehicle.,a cat is laying on the tire of a car [SEP]
A cat hiding in a fender well of a car. ,a cat is laying on the tire of a car [SEP]
An orange cat hiding on the wheel of a red car.,a cat is laying on the tire of a car [SEP]
A large jetliner flying over a traffic filled street.,a plane is flying over a busy street [SEP]
An airplane flies low in the sky over a city street. ,a plane is flying over a busy street [SEP]
An airplane flies over a street with many cars.,a plane is flying over a busy street [SEP]
An airplane comes in to land over a road full of cars,a plane is flying over a busy street [SEP]
The plane is flying over top of the cars,a plane is flying over a busy street [SEP]
A silver and red bus in parking lot next to cars.,a bus parked in a parking [SEP]
A silver bus that is parked in a lot.,a bus parked in a parking [SEP]
An older picture of a bus and other vehicles in a parking lot. ,a bus parked in a parking [SEP]
An old bus parks in a parking lot with other cars and bus.,a bus parked in a parking [SEP]
An older silver metro bus in a parking lot.,a bus parked in a parking [SEP]
A red helmet is on a yellow toilet in the dirt.,a yellow toilet [SEP]
A yellow toilet with a red helmet on top of it.,a yellow toilet [SEP]
A yellow toilet with a red helmet above it.,a yellow toilet [SEP]
A toilet sitting in an outdoor area with a helmet resting on top of it.,a yellow toilet [SEP]
An old toilet sits in dirt with a helmet on top.,a yellow toilet [SEP]
a little kid riding a skateboard at a park,a young boy riding a skateboard down a street [SEP]
A child playing on a skateboard in a park.,a young boy riding a skateboard down a street [SEP]
A girl stepping onto a skateboard in the playground,a young boy riding a skateboard down a street [SEP]
A young lady riding a skateboard across a street.,a young boy riding a skateboard down a street [SEP]
The kid is skateboarding on the street while wearing a jacket.,a young boy riding a skateboard down a street [SEP]
A young man wearing black attire and a flowered tie is standing and smiling.,a man in a black shirt and tie with a green tie [SEP]
A man with glasses and his eyes closed dressed in a black shirt and a necktie.,a man in a black shirt and tie with a green tie [SEP]
A man in a green tie with his eyes closed.,a man in a black shirt and tie with a green tie [SEP]
Smiling man wearing black shirt and pale green tie.,a man in a black shirt and tie with a green tie [SEP]
A person that is dressed up very nicely.,a man in a black shirt and tie with a green tie [SEP]
A car with some surfboards in a field.,a blue car [SEP]
The old fashioned car is carrying some retro surfboards.,a blue car [SEP]
An old car with surfboards on the top.,a blue car [SEP]
An old vehicle painted light blue and dark blue.,a blue car [SEP]
An old station wagon with a surfboard on top of it.,a blue car [SEP]
A person on a street next to a motor bike.,a motorcycle parked on the side of the road [SEP]
A cop standing next to a police bike next to a man sitting on a  curb.,a motorcycle parked on the side of the road [SEP]
A man sits on the sidewalk next to a police motorcycle with a police officer in the background.,a motorcycle parked on the side of the road [SEP]
A man that is sitting down next to a cops motorcycle.,a motorcycle parked on the side of the road [SEP]
A man is sitting on the sidewalk while a police officer is doing something behind him.,a motorcycle parked on the side of the road [SEP]
A man looking down with a backpack on in a house.,a man standing in a room with a dog [SEP]
THERE IS A MAN WITH BOOK BAG ON HIS BAG ,a man standing in a room with a dog [SEP]
a person standing in a stone walled and floored room wearing a backpack ,a man standing in a room with a dog [SEP]
A guy standing in a very dark room with a small window.,a man standing in a room with a dog [SEP]
A man in a stone room possibly using the bathroom,a man standing in a room with a dog [SEP]
A cat on the lid of a toilet looking perturbed.,a cat is sitting on a toilet bowl [SEP]
A blurry picture of a cat standing on a toilet.,a cat is sitting on a toilet bowl [SEP]
A cat standing on the toilet bowl seat,a cat is sitting on a toilet bowl [SEP]
A cat is perched on the top of a toilet seat in the bathroom.,a cat is sitting on a toilet bowl [SEP]
A cat standing on a toilet with an open lid.,a cat is sitting on a toilet bowl [SEP]
A toilet sitting in a bathroom next to a mirror.,a bathroom with a toilet and a sink [SEP]
A small bathroom with the toilet seat up.,a bathroom with a toilet and a sink [SEP]
The toilet seat was left in the up position.,a bathroom with a toilet and a sink [SEP]
A door open revealing a small bathroom with sink and toilet.,a bathroom with a toilet and a sink [SEP]
A toilet and a sink in a small bathroom.,a bathroom with a toilet and a sink [SEP]
"Bathroom with white fixtures, tiles and corner shower.",a bathroom with a toilet and a shower stall [SEP]
A white toilet sitting in a bathroom next to a shower.,a bathroom with a toilet and a shower stall [SEP]
Bathroom shot of non transparent shower glass and toilet.,a bathroom with a toilet and a shower stall [SEP]
"An all white bathroom with a shower, toilet and sink.",a bathroom with a toilet and a shower stall [SEP]
"A plain white bathroom with a sink, shower, and toilet.",a bathroom with a toilet and a shower stall [SEP]
An older building with birds flying near it.,a clock tower is seen through a window [SEP]
A church with a high spire and decorative roof tiles.,a clock tower is seen through a window [SEP]
A large clock tower towering over a small city.,a clock tower is seen through a window [SEP]
Picture of a church and its tall steeple.,a clock tower is seen through a window [SEP]
Birds fly around a tall building with a clock.,a clock tower is seen through a window [SEP]
a motorcycle in a driveway with a vanity license plate ,a motorcycle parked on the side of a road [SEP]
Two luxurious motor bikes on the road near a hedge.,a motorcycle parked on the side of a road [SEP]
a close up of a motorcycle license plate,a motorcycle parked on the side of a road [SEP]
A motor bike parked on the side of the road.,a motorcycle parked on the side of a road [SEP]
"The back of a motorcycle showing the wheel, license plate and lights. ",a motorcycle parked on the side of a road [SEP]
A picture of a wooden container with crosses on it.,a wooden box with a cross on it [SEP]
a close up of wood decorated with crosses,a wooden box with a cross on it [SEP]
close up of a wooden base with crosses designed on the neck,a wooden box with a cross on it [SEP]
A close up shut off some sort of religious object. ,a wooden box with a cross on it [SEP]
A shiny wooden object is decorated with crosses.,a wooden box with a cross on it [SEP]
There is a man picking bananas next to a street.,a man picking bananas [SEP]
A man standing over several bunches of green bananas.,a man picking bananas [SEP]
A man attending to several bundles of banana's as a motorcycle rides by.,a man picking bananas [SEP]
A guy grabbing a stack of bananas from a pile on the side of the road.,a man picking bananas [SEP]
A man standing over some bundles of bananas,a man picking bananas [SEP]
A restroom has a toilet and a decorative sun wall plaque.,a bathroom with a toilet and a sun shaped wall [SEP]
A picture of a very nice and white toilet.,a bathroom with a toilet and a sun shaped wall [SEP]
A bathroom with a white toilet in the middle of the wall and a sun wall decor above it.,a bathroom with a toilet and a sun shaped wall [SEP]
A bath room with a sun decoration above the toilet,a bathroom with a toilet and a sun shaped wall [SEP]
A bathroom has a sun decal on the wall.,a bathroom with a toilet and a sun shaped wall [SEP]
some horses grazing in front of a church,a large tree [SEP]
Three horses on a green pasture with an old building in the background.,a large tree [SEP]
A filed with brown horses standing next to a church.,a large tree [SEP]
Three horses are grazing in a field in front of an old church.,a large tree [SEP]
horses eating grass in a field with trees in the background,a large tree [SEP]
A horse drawn carriage is parked along the curb.,a horse drawn carriage [SEP]
A horse drawn carriage is in front of an old large building.,a horse drawn carriage [SEP]
A pair of horses carrying a carriage that is parked by a street.,a horse drawn carriage [SEP]
A horse drawn carriage parked on the street.,a horse drawn carriage [SEP]
People walking pass a horse drawn carriage sitting at the curb,a horse drawn carriage [SEP]
a toilet on the ground outdoors in front of a house,a toilet on the ground [SEP]
A toilet sitting in the middle of the road beside a home. ,a toilet on the ground [SEP]
"A toilet on the pavement in front of a house, the tank lid lying discarded.",a toilet on the ground [SEP]
An old looking toilet sitting out on the side walk.,a toilet on the ground [SEP]
A toilet sitting in front of someones house. ,a toilet on the ground [SEP]
The shiny motorcycle is being shown on a display.,a motorcycle on display [SEP]
A motor bike parked inside of a building.,a motorcycle on display [SEP]
A parked motorcycle sitting next to a crowd.,a motorcycle on display [SEP]
White motorcycle on display inside a building with people looking on. ,a motorcycle on display [SEP]
A motorcycle sits displayed in a large shopping area.,a motorcycle on display [SEP]
Horses graze in front of a large building amid snow.,a couple of horses grazing in a field [SEP]
Several horses eating grass around melting a snow spot,a couple of horses grazing in a field [SEP]
some horses eating grass by a big house,a couple of horses grazing in a field [SEP]
Horses grazing in a field by a large home.,a couple of horses grazing in a field [SEP]
A couple of horses grazing in front of an estate.,a couple of horses grazing in a field [SEP]
A large clock tower with a wind indicator on top.,a clock tower on a building with a clock on top [SEP]
A very tall clock tower towering over a city.,a clock tower on a building with a clock on top [SEP]
A clock tower has a weather vane on top of it.,a clock tower on a building with a clock on top [SEP]
Blue and orange stone clock tower with a small clock.,a clock tower on a building with a clock on top [SEP]
A large clock tower in front of a clear sky,a clock tower on a building with a clock on top [SEP]
A woman is riding a motorcycle down the street.,a man riding a motorcycle down a street [SEP]
A woman on a motorcycle wearing a bag and passing a car. ,a man riding a motorcycle down a street [SEP]
A woman on a motor cycle on a city street,a man riding a motorcycle down a street [SEP]
A woman on a motorcycle in the middle of the street.,a man riding a motorcycle down a street [SEP]
A woman sits on her motorcycle in the street.,a man riding a motorcycle down a street [SEP]
A motorcycle sitting on the side of a street corner.,a motorcycle parked on the side of the road [SEP]
Black motorcycle parked on the side of a busy street. ,a motorcycle parked on the side of the road [SEP]
A motorcycle is sitting outside on the street near a tree.,a motorcycle parked on the side of the road [SEP]
a black motorcycle is parked on a sidewalk,a motorcycle parked on the side of the road [SEP]
An unattended motorcycle parked along a curb on roadway.,a motorcycle parked on the side of the road [SEP]
A small white toilet sitting next to a metal trash can.,a white toilet [SEP]
A compact toilet and shower of a small bathroom,a white toilet [SEP]
A close up shot of a white toilet and waste bin.,a white toilet [SEP]
A small white toilette with the lid closed has a metal trash can on one side and a shower stall on the other.,a white toilet [SEP]
a toilet bowl and a trash can in a bathroom,a white toilet [SEP]
A purple motorcycle parked in front of a red brick building.,a blue motorcycle [SEP]
A motorcycle that is parked in front of a brick building.,a blue motorcycle [SEP]
A sport motorbike parked on a pavement close to a building,a blue motorcycle [SEP]
A blur motorcycle against a red brick wall.,a blue motorcycle [SEP]
A motor bike parked on the side of the street.,a blue motorcycle [SEP]
A few people working on various computers in an office.,a man sitting at a desk with a laptop [SEP]
A man works on a laptop placed on a table in a busy office.,a man sitting at a desk with a laptop [SEP]
A man is working on a laptop computer at a desk.,a man sitting at a desk with a laptop [SEP]
A man in blue works on a laptop computer.,a man sitting at a desk with a laptop [SEP]
A man sitting in front of a laptop computer.,a man sitting at a desk with a laptop [SEP]
Black and white photograph of two men on motorcycles.,a man riding a motorcycle [SEP]
Two people riding a motorcycle with hats and backpack down a street.,a man riding a motorcycle [SEP]
Two men are at an intersection on motorcycles.,a man riding a motorcycle [SEP]
The man are driving side by side on their motorcycles. ,a man riding a motorcycle [SEP]
Two men on motorcycles at a stop light,a man riding a motorcycle [SEP]
Two blue bowls of food next to a bottle of cinnamon and sugar.,a bowl of oats and a bottle of milk [SEP]
this is an image of cereal and milk,a bowl of oats and a bottle of milk [SEP]
A desert of bananas and cinnamon in two blue bowls.,a bowl of oats and a bottle of milk [SEP]
A blue bowl holding mashed bananas and oatmeal with a bottle of sugar and cinnamon sitting beside it.,a bowl of oats and a bottle of milk [SEP]
A bowl of oatmeal is ready to eat with some cinnamon and sugar.,a bowl of oats and a bottle of milk [SEP]
Rows of motor bikes and helmets in a city,a row of motorcycles [SEP]
A lot of motorbikes line up down a busy street.,a row of motorcycles [SEP]
Large set of motorcycles all lined up down a street.,a row of motorcycles [SEP]
A large group of motorcycles lined up on the street.,a row of motorcycles [SEP]
A series of motorbikes parked in a row on a street,a row of motorcycles [SEP]
Two rows of various makes of parked motorcycles.,a bunch of motorcycles parked on a street [SEP]
a bunch of motorcycles are parked tightly together,a bunch of motorcycles parked on a street [SEP]
Rows and columns of motorcycles in middle of street.,a bunch of motorcycles parked on a street [SEP]
A bunch of motorcycles that are grouped together.,a bunch of motorcycles parked on a street [SEP]
Motorcycles are lined up outside along the street. ,a bunch of motorcycles parked on a street [SEP]
A row of motorcycles parked in front of a building.,a street with motorcycles parked on it [SEP]
A bunch of motorcycles parked on the side of the road,a street with motorcycles parked on it [SEP]
a back ally neighborhood with motor bikes in a row,a street with motorcycles parked on it [SEP]
A number of motorbikes parked on an alley,a street with motorcycles parked on it [SEP]
a bunch of motorcycles parked along the side of the street ,a street with motorcycles parked on it [SEP]
A row of motorcycles parked next to each other on a lush green field.,a row of motorcycles [SEP]
Several motorcycles parked beneath trees in a park.,a row of motorcycles [SEP]
THERE ARE A LOT OF MOTOR BIKES ON THE GRASS,a row of motorcycles [SEP]
a line of parked motorcycles on some grass and trees,a row of motorcycles [SEP]
A bunch of motorcycles line up near trees.,a row of motorcycles [SEP]
Two people on mopeds passing in front of a building.,a man riding a motorcycle [SEP]
two people riding scooter on a city street,a man riding a motorcycle [SEP]
People on mopeds in front of a building.,a man riding a motorcycle [SEP]
People riding motorcycles in front of a building,a man riding a motorcycle [SEP]
an image of a boy on his bike riding past a building,a man riding a motorcycle [SEP]
Office space with office equipment on desk top.,a desk with a laptop and a monitor [SEP]
A hope office setup of computers and printers.,a desk with a laptop and a monitor [SEP]
"a home office with laptop, printer, scanner, and extra monitor",a desk with a laptop and a monitor [SEP]
The computer desk in the corner is by a window.,a desk with a laptop and a monitor [SEP]
"A laptop, monitor, printer and tablet on a desk.",a desk with a laptop and a monitor [SEP]
A computer that is on a desk near a window.,a desk with a laptop and a phone [SEP]
An office desk in front of a large window overlooking a parking lot,a desk with a laptop and a phone [SEP]
this is a desk with a computer on it,a desk with a laptop and a phone [SEP]
A corner desk with a laptop and other office equipment,a desk with a laptop and a phone [SEP]
"A office desk,  with a view of a parking lot. ",a desk with a laptop and a phone [SEP]
A close-up of a one-way street with many cars and motorcycles.,a busy street filled with cars and motorcycles [SEP]
Straight ahead view of several lanes of traffic heading this way,a busy street filled with cars and motorcycles [SEP]
"Cars, motorized scooters, and other vehicles stopped on a busy road.",a busy street filled with cars and motorcycles [SEP]
"Bikers on bikes in front of a lot of traffic
",a busy street filled with cars and motorcycles [SEP]
a group of motorcycle riders stopped in traffic next to cars,a busy street filled with cars and motorcycles [SEP]
this living room has a small tv and a lamp next to it,a living room with a flat screen tv [SEP]
A big screen television is sitting on a stand in a room.,a living room with a flat screen tv [SEP]
A large television and table in a room.,a living room with a flat screen tv [SEP]
Living room with flat screen TV and surround sound.,a living room with a flat screen tv [SEP]
A flat screen television in a room with yellow walls.,a living room with a flat screen tv [SEP]
A group of men riding motorcycle down a country road.,a group of people riding motorcycles down a street [SEP]
a street with some motorcycles driving through it,a group of people riding motorcycles down a street [SEP]
A white car driving down the highway with three motorcycles.,a group of people riding motorcycles down a street [SEP]
Three motorcycles are driving swiftly behind a white car.,a group of people riding motorcycles down a street [SEP]
a blurry image of motorcycles and a car driving along a highway,a group of people riding motorcycles down a street [SEP]
This is a case full of yellow bananas. ,a box of bananas [SEP]
Bananas a tightly packed and boxed for delivery to the market.,a box of bananas [SEP]
a bunch of bananas are packaged up in boxes,a box of bananas [SEP]
Bananas packed in cardboard box covered in plastic.,a box of bananas [SEP]
An unopened box full of perfectly ripe bananas.,a box of bananas [SEP]
Vegetables are displayed in a wooden barrel outdoors.,a bunch of bananas [SEP]
A bunch of bananas are sitting on the stand.,a bunch of bananas [SEP]
The cart has bananas or plantains piled on it. ,a bunch of bananas [SEP]
a box of green bananas and a box of ripe bananas ,a bunch of bananas [SEP]
A large number of green and yellow bananas in wooden containers.,a bunch of bananas [SEP]
A polie officer standing next to a  motorcycle parked on the street.,a motorcycle parked on the street [SEP]
A scene depicting a man sitting down on a curb and a motor cop writing a ticket,a motorcycle parked on the street [SEP]
A man and police officer on the sidewalk next to a motorcycle.,a motorcycle parked on the street [SEP]
A man sitting on a curb with a police officer behind him. ,a motorcycle parked on the street [SEP]
A motorcycle police officer is writing a ticket.,a motorcycle parked on the street [SEP]
a person riding a motorcycle on an enclosed road,a person riding a motorcycle on a track [SEP]
A motorcycle and a rider on a race track,a person riding a motorcycle on a track [SEP]
A person on a motorcycle driving around a racetrack.,a person riding a motorcycle on a track [SEP]
A person riding a motor cycle down a race track.,a person riding a motorcycle on a track [SEP]
Racer driving a high performance motorcycle on track,a person riding a motorcycle on a track [SEP]
A large pitcher of some beverage is on the table next to orange slices.,a glass of orange juice [SEP]
A cold pitcher of orange juice beside a bowl of orange slices.,a glass of orange juice [SEP]
A pitcher of beer is sitting next to a cup of orange slices. ,a glass of orange juice [SEP]
A pitcher of beer stands next to a dish containing orange slices.,a glass of orange juice [SEP]
a pitcher of liquid sitting on a table next to some sliced oranges,a glass of orange juice [SEP]
Motorcycles driving down a wide city street nearing a white building.,a cloudy sky [SEP]
A large building with many windows and people riding scooters nearby,a cloudy sky [SEP]
People are riding scooters down the middle of the road.,a cloudy sky [SEP]
People are riding electric scooters in front of a large building.,a cloudy sky [SEP]
Many motorcycles riding in front of a KFC.,a cloudy sky [SEP]
Two people on motorbike passing by a clock facade.,a man riding a motorcycle down a street [SEP]
Two people are riding a red bike down the street.,a man riding a motorcycle down a street [SEP]
Two people riding on top of one motorcycle.,a man riding a motorcycle down a street [SEP]
Two people are on a motorcycle driving down the street.,a man riding a motorcycle down a street [SEP]
The couple scoots around town on the motorbike.,a man riding a motorcycle down a street [SEP]
A bunch of birds sitting in a bread basket.,a table with a basket of bread and a newspaper [SEP]
Two birds perched on a bread basked on a table.,a table with a basket of bread and a newspaper [SEP]
Two finch birds standing next to a basket of bread. ,a table with a basket of bread and a newspaper [SEP]
Birds are standing in a basket on the table.,a table with a basket of bread and a newspaper [SEP]
three birds sitting on a bread basket near a newspaper,a table with a basket of bread and a newspaper [SEP]
Grey bird in a wooden basket eating bread.,a basket of bread and a newspaper on a table [SEP]
 A basket of bread with a small bird eating it.,a basket of bread and a newspaper on a table [SEP]
Bread sitting in a basket on a table beside a newspaper. ,a basket of bread and a newspaper on a table [SEP]
A bird is eating bread from a basket on a table.,a basket of bread and a newspaper on a table [SEP]
A bowl of bread and newspaper laid on a table.,a basket of bread and a newspaper on a table [SEP]
A motorbike sitting in front of a wine display case,a motorcycle is parked in a wine cellar [SEP]
A motor bike and some wine in a room.,a motorcycle is parked in a wine cellar [SEP]
A dirt bike sitting on a counter by some wine bottles.,a motorcycle is parked in a wine cellar [SEP]
a motorcycle standing in front a winery ,a motorcycle is parked in a wine cellar [SEP]
A bike sits among bottles of wine on a shelf. ,a motorcycle is parked in a wine cellar [SEP]
A wooden bench sitting next to an entrance.,a green bench [SEP]
A green wooden bench in front of a house.,a green bench [SEP]
A green bench in front of a window box,a green bench [SEP]
"a green, warped bench outside of a small cottage with a flowers in the window",a green bench [SEP]
The front of a small cabin with a window garden and green bench.,a green bench [SEP]
A dog watches an animal on the television.,a dog watching a television in a living room [SEP]
"Large brown dog facing away, watching TV with wildlife scene.",a dog watching a television in a living room [SEP]
A big brown dog is watching a television.,a dog watching a television in a living room [SEP]
The hound dog sits on a rug and watches another dog on the television set.,a dog watching a television in a living room [SEP]
A dog is sitting in front of a television.,a dog watching a television in a living room [SEP]
A picture advertising Arizona tourism in an airport,a large flat screen tv [SEP]
A television that is sitting next to signs,a large flat screen tv [SEP]
A television is shown in the middle of a baggage claim area.,a large flat screen tv [SEP]
An airport terminal has a big screen displaying an ad for Arizona.,a large flat screen tv [SEP]
A flat screen TV with a picture of a person jumping on it.,a large flat screen tv [SEP]
the person is sitting at a desk  with a television behind him ,a man sitting at a desk in front of a television [SEP]
A person sitting at a table in a room.,a man sitting at a desk in front of a television [SEP]
A man who is sitting at a table.,a man sitting at a desk in front of a television [SEP]
A man in a news room sits in front of a camera. ,a man sitting at a desk in front of a television [SEP]
A man sitting a desk in front of a TV.,a man sitting at a desk in front of a television [SEP]
A car passes by to find a man outside near a TV.,a man sitting on a bench in the back of a car [SEP]
A picture of a man sitting on the sidewalk next to a television set and backpack.,a man sitting on a bench in the back of a car [SEP]
A picture taken out of a vehicle of a man sitting outside beside a tv.,a man sitting on a bench in the back of a car [SEP]
Man sitting next to a TV on a sidewalk.,a man sitting on a bench in the back of a car [SEP]
A person sitting net to a TV on a sidewalk.,a man sitting on a bench in the back of a car [SEP]
A black man is sitting on the sidewalk next to a television.,a man sitting on a bench in the back of a car [SEP]
A four engine jet transport airplane flying low.,a plane is flying over a field of trees [SEP]
A large airplane flying over a grassy field with trees.,a plane is flying over a field of trees [SEP]
jumbo jet comes in for a landing over some trees,a plane is flying over a field of trees [SEP]
An airplane taking off over a field next to a forest. ,a plane is flying over a field of trees [SEP]
A jumbo jet plane in flight with a city in the background.,a plane is flying over a field of trees [SEP]
"The side of an airplane that is parked, and an Air China sign on the side of the plane.",a plane parked on the tarmac [SEP]
An Air China airplane sitting on the runway ,a plane parked on the tarmac [SEP]
This is the jet engine and side of an airplane.,a plane parked on the tarmac [SEP]
a parked air plane sit at a airfield ,a plane parked on the tarmac [SEP]
A view of the airplane looking down from the head.,a plane parked on the tarmac [SEP]
A man in a safety vest holds him arms up as he stands in front of an airplane.,a plane on the ground [SEP]
an airport employee giving directions to an airplane,a plane on the ground [SEP]
An air traffic controller directing an airplane on a busy runway.,a plane on the ground [SEP]
A person reflective gear directing an airplane ,a plane on the ground [SEP]
A person directing a white jet airliner with orange sticks.,a plane on the ground [SEP]
a large air plane is parked out on a grass field,a small plane on the ground [SEP]
A vintage propeller plane parked in a grassy area with other older planes.,a small plane on the ground [SEP]
Someone sitting in a renovated propellor fighter plane on a tarmac,a small plane on the ground [SEP]
Pilot sitting inside an old style war plane,a small plane on the ground [SEP]
A very nice looking fighter type plane in the grass.,a small plane on the ground [SEP]
A small airplane taking off from an airport runway.,a small plane on the runway [SEP]
